"name","longitude","latitude","issues","prov","key","scientificName","datasetKey","publishingOrgKey","installationKey","hostingOrganizationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","occurrenceStatus","lifeStage","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","infraspecificEpithet","taxonRank","taxonomicStatus","dateIdentified","coordinateUncertaintyInMeters","continent","stateProvince","year","month","day","eventDate","startDayOfYear","endDayOfYear","modified","lastInterpreted","references","license","isSequenced","isInCluster","datasetName","recordedBy","identifiedBy","geodeticDatum","class","countryCode","gbifRegion","country","publishedByGbifRegion","rightsHolder","identifier","http://unknown.org/nick","verbatimEventDate","verbatimLocality","collectionCode","gbifID","occurrenceID","taxonID","catalogNumber","institutionCode","eventTime","http://unknown.org/captive","identificationID","iucnRedListCategory","occurrenceRemarks","informationWithheld","distanceFromCentroidInMeters","sex","identificationRemarks","individualCount","vernacularName","locality","higherClassification","samplingProtocol","eventID","dataGeneralizations","footprintWKT","elevation","elevationAccuracy","datasetID","http://unknown.org/language","municipality","originalNameUsage","county","identificationVerificationStatus","nameAccordingTo","occID"
"Salamandra salamandra (Linnaeus, 1758)",13.24,47.58,"bri,cdc","gbif","4900263012","Salamandra salamandra (Linnaeus, 1758)","c1492854-5d15-40e9-9ee7-24a18ac05112","7a070ba0-bafb-11d9-8e53-b8a03c50a862","6032a3a0-f762-11e1-a439-00145eb45e9a","7a070ba0-bafb-11d9-8e53-b8a03c50a862","AT","BIOCASE","2024-06-29T18:04:47.285+00:00","2024-06-29T18:38:58.192+00:00",115,"OCCURRENCE","PRESENT",NA,2431776,1,44,131,953,6750,8024525,2431776,2431776,"Salamandra salamandra (Linnaeus, 1758)","Animalia","Chordata","Caudata","Salamandridae","Salamandra","Salamandra salamandra","Salamandra","salamandra",NA,"SPECIES","ACCEPTED",NA,1000,"EUROPE",NA,2024,2,NA,NA,NA,NA,NA,"2024-06-29T18:38:58.192+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode",FALSE,FALSE,NA,"ContactID: 158090",NA,"WGS84","Amphibia","AT","EUROPE","Austria","EUROPE",NA,"34F22551-DA6F-4EBC-8039-FC994D930167",NA,NA,NA,"Biodiversitätsdatenbank Salzburg","4900263012","34F22551-DA6F-4EBC-8039-FC994D930167",NA,"3181661","HNS",NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,"Scheffau am Tennengebirge",NA,NA,NA,NA,NA,512,NA,NA,NA,NA,NA,NA,NA,NA,742
"Salamandra salamandra (Linnaeus, 1758)",6.666765,50.566357,"cdc,cudc,fpwktinv","gbif","4534461663","Salamandra salamandra (Linnaeus, 1758)","aa6c5ee6-d4d7-4a65-a04f-379cffbf4842","2754e9c0-0e43-4f65-968a-6f16b9c378ce","dcceb601-2fb0-49dc-9cd2-7c00056f2b2c","2754e9c0-0e43-4f65-968a-6f16b9c378ce","DE","BIOCASE","2024-07-08T12:28:55.282+00:00","2024-07-08T12:45:43.021+00:00",305,"HUMAN_OBSERVATION","PRESENT",NA,2431776,1,44,131,953,6750,8024525,2431776,2431776,"Salamandra salamandra (Linnaeus, 1758)","Animalia","Chordata","Caudata","Salamandridae","Salamandra","Salamandra salamandra","Salamandra","salamandra",NA,"SPECIES","ACCEPTED","2024-02-27T13:13:33",NA,"EUROPE",NA,2024,2,9,2024-02-09,40,40,NA,"2024-07-08T12:45:43.021+00:00","https://artenfinder.net/api/v2/sichtbeobachtungen/55029586?format=xml","http://creativecommons.org/publicdomain/zero/1.0/legalcode",FALSE,FALSE,NA,NA,NA,"WGS84","Amphibia","DE","EUROPE","Germany","EUROPE",NA,"37f11d27-ad77-5df2-8093-c8bd85076caf",NA,NA,NA,"artenfinder","4534461663","37f11d27-ad77-5df2-8093-c8bd85076caf",NA,"37f11d27-ad77-5df2-8093-c8bd85076caf","https://artenfinder.net",NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<gml:Point srsName=""urn:ogc:def:crs:EPSG::4326""><gml:coordinates>6.666765,50.566357</gml:coordinates></gml:Point>",NA,NA,NA,NA,NA,NA,NA,NA,NA,743
"Salamandra salamandra (Linnaeus, 1758)",8.05073,49.414773,"cdc,cudc,fpwktinv","gbif","4534474580","Salamandra salamandra (Linnaeus, 1758)","aa6c5ee6-d4d7-4a65-a04f-379cffbf4842","2754e9c0-0e43-4f65-968a-6f16b9c378ce","dcceb601-2fb0-49dc-9cd2-7c00056f2b2c","2754e9c0-0e43-4f65-968a-6f16b9c378ce","DE","BIOCASE","2024-07-08T12:28:55.282+00:00","2024-07-08T12:45:44.089+00:00",305,"HUMAN_OBSERVATION","PRESENT",NA,2431776,1,44,131,953,6750,8024525,2431776,2431776,"Salamandra salamandra (Linnaeus, 1758)","Animalia","Chordata","Caudata","Salamandridae","Salamandra","Salamandra salamandra","Salamandra","salamandra",NA,"SPECIES","ACCEPTED","2024-03-04T08:39:12",NA,"EUROPE",NA,2024,2,4,2024-02-04,35,35,NA,"2024-07-08T12:45:44.089+00:00","https://artenfinder.net/api/v2/sichtbeobachtungen/55028733?format=xml","http://creativecommons.org/publicdomain/zero/1.0/legalcode",FALSE,FALSE,NA,NA,NA,"WGS84","Amphibia","DE","EUROPE","Germany","EUROPE",NA,"3b7cb8f1-4e01-5ea1-9f40-93ba5142405b",NA,NA,NA,"artenfinder","4534474580","3b7cb8f1-4e01-5ea1-9f40-93ba5142405b",NA,"3b7cb8f1-4e01-5ea1-9f40-93ba5142405b","https://artenfinder.net",NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<gml:Point srsName=""urn:ogc:def:crs:EPSG::4326""><gml:coordinates>8.050730,49.414773</gml:coordinates></gml:Point>",NA,NA,NA,NA,NA,NA,NA,NA,NA,744
"Salamandra salamandra (Linnaeus, 1758)",7.128346,49.986676,"cdc,cudc,fpwktinv","gbif","4534740285","Salamandra salamandra (Linnaeus, 1758)","aa6c5ee6-d4d7-4a65-a04f-379cffbf4842","2754e9c0-0e43-4f65-968a-6f16b9c378ce","dcceb601-2fb0-49dc-9cd2-7c00056f2b2c","2754e9c0-0e43-4f65-968a-6f16b9c378ce","DE","BIOCASE","2024-07-08T12:28:55.282+00:00","2024-07-08T12:45:51.704+00:00",305,"HUMAN_OBSERVATION","PRESENT",NA,2431776,1,44,131,953,6750,8024525,2431776,2431776,"Salamandra salamandra (Linnaeus, 1758)","Animalia","Chordata","Caudata","Salamandridae","Salamandra","Salamandra salamandra","Salamandra","salamandra",NA,"SPECIES","ACCEPTED","2024-02-13T12:36:21",NA,"EUROPE",NA,2024,2,13,2024-02-13,44,44,NA,"2024-07-08T12:45:51.704+00:00","https://artenfinder.net/api/v2/sichtbeobachtungen/55030051?format=xml","http://creativecommons.org/publicdomain/zero/1.0/legalcode",FALSE,FALSE,NA,NA,NA,"WGS84","Amphibia","DE","EUROPE","Germany","EUROPE",NA,"47905e1a-5511-5e2e-9e8e-420c938eb232",NA,NA,NA,"artenfinder","4534740285","47905e1a-5511-5e2e-9e8e-420c938eb232",NA,"47905e1a-5511-5e2e-9e8e-420c938eb232","https://artenfinder.net",NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<gml:Point srsName=""urn:ogc:def:crs:EPSG::4326""><gml:coordinates>7.128346,49.986676</gml:coordinates></gml:Point>",NA,NA,NA,NA,NA,NA,NA,NA,NA,745
"Salamandra salamandra (Linnaeus, 1758)",12.139352,47.705777,"cdc,cudc,fpwktinv","gbif","4534623569","Salamandra salamandra (Linnaeus, 1758)","aa6c5ee6-d4d7-4a65-a04f-379cffbf4842","2754e9c0-0e43-4f65-968a-6f16b9c378ce","dcceb601-2fb0-49dc-9cd2-7c00056f2b2c","2754e9c0-0e43-4f65-968a-6f16b9c378ce","DE","BIOCASE","2024-07-08T12:28:55.282+00:00","2024-07-08T12:45:55.117+00:00",305,"HUMAN_OBSERVATION","PRESENT",NA,2431776,1,44,131,953,6750,8024525,2431776,2431776,"Salamandra salamandra (Linnaeus, 1758)","Animalia","Chordata","Caudata","Salamandridae","Salamandra","Salamandra salamandra","Salamandra","salamandra",NA,"SPECIES","ACCEPTED","2024-02-27T13:13:33",NA,"EUROPE",NA,2024,2,9,2024-02-09,40,40,NA,"2024-07-08T12:45:55.117+00:00","https://artenfinder.net/api/v2/sichtbeobachtungen/55029393?format=xml","http://creativecommons.org/publicdomain/zero/1.0/legalcode",FALSE,FALSE,NA,NA,NA,"WGS84","Amphibia","DE","EUROPE","Germany","EUROPE",NA,"5e7d3199-40c5-58ae-8445-f8d7685bb139",NA,NA,NA,"artenfinder","4534623569","5e7d3199-40c5-58ae-8445-f8d7685bb139",NA,"5e7d3199-40c5-58ae-8445-f8d7685bb139","https://artenfinder.net",NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<gml:Point srsName=""urn:ogc:def:crs:EPSG::4326""><gml:coordinates>12.139352,47.705777</gml:coordinates></gml:Point>",NA,NA,NA,NA,NA,NA,NA,NA,NA,746
"Salamandra salamandra (Linnaeus, 1758)",7.396946,49.245437,"cdc,cudc,fpwktinv","gbif","4534860041","Salamandra salamandra (Linnaeus, 1758)","aa6c5ee6-d4d7-4a65-a04f-379cffbf4842","2754e9c0-0e43-4f65-968a-6f16b9c378ce","dcceb601-2fb0-49dc-9cd2-7c00056f2b2c","2754e9c0-0e43-4f65-968a-6f16b9c378ce","DE","BIOCASE","2024-07-08T12:28:55.282+00:00","2024-07-08T12:46:01.625+00:00",305,"HUMAN_OBSERVATION","PRESENT",NA,2431776,1,44,131,953,6750,8024525,2431776,2431776,"Salamandra salamandra (Linnaeus, 1758)","Animalia","Chordata","Caudata","Salamandridae","Salamandra","Salamandra salamandra","Salamandra","salamandra",NA,"SPECIES","ACCEPTED","2024-02-28T13:38:28",NA,"EUROPE",NA,2024,2,22,2024-02-22,53,53,NA,"2024-07-08T12:46:01.625+00:00","https://artenfinder.net/api/v2/sichtbeobachtungen/55033069?format=xml","http://creativecommons.org/publicdomain/zero/1.0/legalcode",FALSE,FALSE,NA,NA,NA,"WGS84","Amphibia","DE","EUROPE","Germany","EUROPE",NA,"65d7b650-e95f-5c88-83f4-3323852c58bb",NA,NA,NA,"artenfinder","4534860041","65d7b650-e95f-5c88-83f4-3323852c58bb",NA,"65d7b650-e95f-5c88-83f4-3323852c58bb","https://artenfinder.net",NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<gml:Point srsName=""urn:ogc:def:crs:EPSG::4326""><gml:coordinates>7.396946,49.245437</gml:coordinates></gml:Point>",NA,NA,NA,NA,NA,NA,NA,NA,NA,747
"Salamandra salamandra (Linnaeus, 1758)",12.94,47.75,"cdc","gbif","4900255049","Salamandra salamandra (Linnaeus, 1758)","c1492854-5d15-40e9-9ee7-24a18ac05112","7a070ba0-bafb-11d9-8e53-b8a03c50a862","6032a3a0-f762-11e1-a439-00145eb45e9a","7a070ba0-bafb-11d9-8e53-b8a03c50a862","AT","BIOCASE","2024-06-29T18:04:47.285+00:00","2024-06-29T18:39:08.376+00:00",115,"HUMAN_OBSERVATION","PRESENT",NA,2431776,1,44,131,953,6750,8024525,2431776,2431776,"Salamandra salamandra (Linnaeus, 1758)","Animalia","Chordata","Caudata","Salamandridae","Salamandra","Salamandra salamandra","Salamandra","salamandra",NA,"SPECIES","ACCEPTED",NA,1000,"EUROPE",NA,2024,2,NA,NA,NA,NA,NA,"2024-06-29T18:39:08.376+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode",FALSE,FALSE,NA,"ContactID: 158090",NA,"WGS84","Amphibia","AT","EUROPE","Austria","EUROPE",NA,"738E86BE-E58D-446A-B9F2-84CD369E5464",NA,NA,NA,"Biodiversitätsdatenbank Salzburg","4900255049","738E86BE-E58D-446A-B9F2-84CD369E5464",NA,"3181610","HNS",NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,"Großgmain",NA,NA,NA,NA,NA,494,NA,NA,NA,NA,NA,NA,NA,NA,748
"Salamandra salamandra (Linnaeus, 1758)",8.128731,49.365519,"cdc,cudc,fpwktinv","gbif","4534721803","Salamandra salamandra (Linnaeus, 1758)","aa6c5ee6-d4d7-4a65-a04f-379cffbf4842","2754e9c0-0e43-4f65-968a-6f16b9c378ce","dcceb601-2fb0-49dc-9cd2-7c00056f2b2c","2754e9c0-0e43-4f65-968a-6f16b9c378ce","DE","BIOCASE","2024-07-08T12:28:55.282+00:00","2024-07-08T12:46:01.844+00:00",305,"HUMAN_OBSERVATION","PRESENT",NA,2431776,1,44,131,953,6750,8024525,2431776,2431776,"Salamandra salamandra (Linnaeus, 1758)","Animalia","Chordata","Caudata","Salamandridae","Salamandra","Salamandra salamandra","Salamandra","salamandra",NA,"SPECIES","ACCEPTED","2024-02-23T07:22:47",NA,"EUROPE",NA,2024,2,22,2024-02-22,53,53,NA,"2024-07-08T12:46:01.844+00:00","https://artenfinder.net/api/v2/sichtbeobachtungen/55031998?format=xml","http://creativecommons.org/publicdomain/zero/1.0/legalcode",FALSE,FALSE,NA,NA,NA,"WGS84","Amphibia","DE","EUROPE","Germany","EUROPE",NA,"73990c0a-5a05-5619-836f-9e47312fd778",NA,NA,NA,"artenfinder","4534721803","73990c0a-5a05-5619-836f-9e47312fd778",NA,"73990c0a-5a05-5619-836f-9e47312fd778","https://artenfinder.net",NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<gml:Point srsName=""urn:ogc:def:crs:EPSG::4326""><gml:coordinates>8.128731,49.365519</gml:coordinates></gml:Point>",NA,NA,NA,NA,NA,NA,NA,NA,NA,749
"Salamandra salamandra (Linnaeus, 1758)",6.878128,49.82247,"cdc,cudc,fpwktinv","gbif","4534782072","Salamandra salamandra (Linnaeus, 1758)","aa6c5ee6-d4d7-4a65-a04f-379cffbf4842","2754e9c0-0e43-4f65-968a-6f16b9c378ce","dcceb601-2fb0-49dc-9cd2-7c00056f2b2c","2754e9c0-0e43-4f65-968a-6f16b9c378ce","DE","BIOCASE","2024-07-08T12:28:55.282+00:00","2024-07-08T12:46:07.370+00:00",305,"HUMAN_OBSERVATION","PRESENT",NA,2431776,1,44,131,953,6750,8024525,2431776,2431776,"Salamandra salamandra (Linnaeus, 1758)","Animalia","Chordata","Caudata","Salamandridae","Salamandra","Salamandra salamandra","Salamandra","salamandra",NA,"SPECIES","ACCEPTED","2024-02-12T09:34:38",NA,"EUROPE",NA,2024,2,10,2024-02-10,41,41,NA,"2024-07-08T12:46:07.370+00:00","https://artenfinder.net/api/v2/sichtbeobachtungen/55029480?format=xml","http://creativecommons.org/publicdomain/zero/1.0/legalcode",FALSE,FALSE,NA,NA,NA,"WGS84","Amphibia","DE","EUROPE","Germany","EUROPE",NA,"86800d2d-2e1f-5a2c-bff5-5ab8a0bf4ec7",NA,NA,NA,"artenfinder","4534782072","86800d2d-2e1f-5a2c-bff5-5ab8a0bf4ec7",NA,"86800d2d-2e1f-5a2c-bff5-5ab8a0bf4ec7","https://artenfinder.net",NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<gml:Point srsName=""urn:ogc:def:crs:EPSG::4326""><gml:coordinates>6.878128,49.822470</gml:coordinates></gml:Point>",NA,NA,NA,NA,NA,NA,NA,NA,NA,750
"Salamandra salamandra (Linnaeus, 1758)",7.80356,50.877127,"cdc,cudc,fpwktinv","gbif","4534996614","Salamandra salamandra (Linnaeus, 1758)","aa6c5ee6-d4d7-4a65-a04f-379cffbf4842","2754e9c0-0e43-4f65-968a-6f16b9c378ce","dcceb601-2fb0-49dc-9cd2-7c00056f2b2c","2754e9c0-0e43-4f65-968a-6f16b9c378ce","DE","BIOCASE","2024-07-08T12:28:55.282+00:00","2024-07-08T12:46:11.846+00:00",305,"HUMAN_OBSERVATION","PRESENT",NA,2431776,1,44,131,953,6750,8024525,2431776,2431776,"Salamandra salamandra (Linnaeus, 1758)","Animalia","Chordata","Caudata","Salamandridae","Salamandra","Salamandra salamandra","Salamandra","salamandra",NA,"SPECIES","ACCEPTED","2024-02-21T08:09:54",NA,"EUROPE",NA,2024,2,20,2024-02-20,51,51,NA,"2024-07-08T12:46:11.846+00:00","https://artenfinder.net/api/v2/sichtbeobachtungen/55031766?format=xml","http://creativecommons.org/publicdomain/zero/1.0/legalcode",FALSE,FALSE,NA,NA,NA,"WGS84","Amphibia","DE","EUROPE","Germany","EUROPE",NA,"88595396-1430-5a57-906e-e9ed1548f58b",NA,NA,NA,"artenfinder","4534996614","88595396-1430-5a57-906e-e9ed1548f58b",NA,"88595396-1430-5a57-906e-e9ed1548f58b","https://artenfinder.net",NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<gml:Point srsName=""urn:ogc:def:crs:EPSG::4326""><gml:coordinates>7.803560,50.877127</gml:coordinates></gml:Point>",NA,NA,NA,NA,NA,NA,NA,NA,NA,751
"Salamandra salamandra (Linnaeus, 1758)",7.218618,50.561309,"cdc,cudc,fpwktinv","gbif","4534810714","Salamandra salamandra (Linnaeus, 1758)","aa6c5ee6-d4d7-4a65-a04f-379cffbf4842","2754e9c0-0e43-4f65-968a-6f16b9c378ce","dcceb601-2fb0-49dc-9cd2-7c00056f2b2c","2754e9c0-0e43-4f65-968a-6f16b9c378ce","DE","BIOCASE","2024-07-08T12:28:55.282+00:00","2024-07-08T12:46:12.363+00:00",305,"HUMAN_OBSERVATION","PRESENT",NA,2431776,1,44,131,953,6750,8024525,2431776,2431776,"Salamandra salamandra (Linnaeus, 1758)","Animalia","Chordata","Caudata","Salamandridae","Salamandra","Salamandra salamandra","Salamandra","salamandra",NA,"SPECIES","ACCEPTED","2024-02-13T07:49:46",NA,"EUROPE",NA,2024,2,12,2024-02-12,43,43,NA,"2024-07-08T12:46:12.363+00:00","https://artenfinder.net/api/v2/sichtbeobachtungen/55029994?format=xml","http://creativecommons.org/publicdomain/zero/1.0/legalcode",FALSE,FALSE,NA,NA,NA,"WGS84","Amphibia","DE","EUROPE","Germany","EUROPE",NA,"8c9a7067-2854-5efb-aeb0-319db6facdb0",NA,NA,NA,"artenfinder","4534810714","8c9a7067-2854-5efb-aeb0-319db6facdb0",NA,"8c9a7067-2854-5efb-aeb0-319db6facdb0","https://artenfinder.net",NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<gml:Point srsName=""urn:ogc:def:crs:EPSG::4326""><gml:coordinates>7.218618,50.561309</gml:coordinates></gml:Point>",NA,NA,NA,NA,NA,NA,NA,NA,NA,752
"Salamandra salamandra (Linnaeus, 1758)",8.128608,49.365453,"cdc,cudc,fpwktinv","gbif","4534831039","Salamandra salamandra (Linnaeus, 1758)","aa6c5ee6-d4d7-4a65-a04f-379cffbf4842","2754e9c0-0e43-4f65-968a-6f16b9c378ce","dcceb601-2fb0-49dc-9cd2-7c00056f2b2c","2754e9c0-0e43-4f65-968a-6f16b9c378ce","DE","BIOCASE","2024-07-08T12:28:55.282+00:00","2024-07-08T12:46:10.881+00:00",305,"HUMAN_OBSERVATION","PRESENT",NA,2431776,1,44,131,953,6750,8024525,2431776,2431776,"Salamandra salamandra (Linnaeus, 1758)","Animalia","Chordata","Caudata","Salamandridae","Salamandra","Salamandra salamandra","Salamandra","salamandra",NA,"SPECIES","ACCEPTED","2024-02-23T07:22:47",NA,"EUROPE",NA,2024,2,22,2024-02-22,53,53,NA,"2024-07-08T12:46:10.881+00:00","https://artenfinder.net/api/v2/sichtbeobachtungen/55031996?format=xml","http://creativecommons.org/publicdomain/zero/1.0/legalcode",FALSE,FALSE,NA,NA,NA,"WGS84","Amphibia","DE","EUROPE","Germany","EUROPE",NA,"92b3c74a-3d90-5726-9c47-363d16e6780e",NA,NA,NA,"artenfinder","4534831039","92b3c74a-3d90-5726-9c47-363d16e6780e",NA,"92b3c74a-3d90-5726-9c47-363d16e6780e","https://artenfinder.net",NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<gml:Point srsName=""urn:ogc:def:crs:EPSG::4326""><gml:coordinates>8.128608,49.365453</gml:coordinates></gml:Point>",NA,NA,NA,NA,NA,NA,NA,NA,NA,753
"Salamandra salamandra (Linnaeus, 1758)",8.120828,49.346753,"cdc,cudc,fpwktinv","gbif","4534893481","Salamandra salamandra (Linnaeus, 1758)","aa6c5ee6-d4d7-4a65-a04f-379cffbf4842","2754e9c0-0e43-4f65-968a-6f16b9c378ce","dcceb601-2fb0-49dc-9cd2-7c00056f2b2c","2754e9c0-0e43-4f65-968a-6f16b9c378ce","DE","BIOCASE","2024-07-08T12:28:55.282+00:00","2024-07-08T12:46:15.144+00:00",305,"HUMAN_OBSERVATION","PRESENT",NA,2431776,1,44,131,953,6750,8024525,2431776,2431776,"Salamandra salamandra (Linnaeus, 1758)","Animalia","Chordata","Caudata","Salamandridae","Salamandra","Salamandra salamandra","Salamandra","salamandra",NA,"SPECIES","ACCEPTED","2024-02-23T09:05:02",NA,"EUROPE",NA,2024,2,22,2024-02-22,53,53,NA,"2024-07-08T12:46:15.144+00:00","https://artenfinder.net/api/v2/sichtbeobachtungen/55032011?format=xml","http://creativecommons.org/publicdomain/zero/1.0/legalcode",FALSE,FALSE,NA,NA,NA,"WGS84","Amphibia","DE","EUROPE","Germany","EUROPE",NA,"a1e0996b-ba63-5a56-8dd3-e208ed729c2d",NA,NA,NA,"artenfinder","4534893481","a1e0996b-ba63-5a56-8dd3-e208ed729c2d",NA,"a1e0996b-ba63-5a56-8dd3-e208ed729c2d","https://artenfinder.net",NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<gml:Point srsName=""urn:ogc:def:crs:EPSG::4326""><gml:coordinates>8.120828,49.346753</gml:coordinates></gml:Point>",NA,NA,NA,NA,NA,NA,NA,NA,NA,754
"Salamandra salamandra (Linnaeus, 1758)",7.396922,49.246175,"cdc,cudc,fpwktinv","gbif","4535001341","Salamandra salamandra (Linnaeus, 1758)","aa6c5ee6-d4d7-4a65-a04f-379cffbf4842","2754e9c0-0e43-4f65-968a-6f16b9c378ce","dcceb601-2fb0-49dc-9cd2-7c00056f2b2c","2754e9c0-0e43-4f65-968a-6f16b9c378ce","DE","BIOCASE","2024-07-08T12:28:55.282+00:00","2024-07-08T12:46:26.417+00:00",305,"HUMAN_OBSERVATION","PRESENT",NA,2431776,1,44,131,953,6750,8024525,2431776,2431776,"Salamandra salamandra (Linnaeus, 1758)","Animalia","Chordata","Caudata","Salamandridae","Salamandra","Salamandra salamandra","Salamandra","salamandra",NA,"SPECIES","ACCEPTED","2024-02-28T13:38:28",NA,"EUROPE",NA,2024,2,19,2024-02-19,50,50,NA,"2024-07-08T12:46:26.417+00:00","https://artenfinder.net/api/v2/sichtbeobachtungen/55033063?format=xml","http://creativecommons.org/publicdomain/zero/1.0/legalcode",FALSE,FALSE,NA,NA,NA,"WGS84","Amphibia","DE","EUROPE","Germany","EUROPE",NA,"bc660b60-60e7-5d47-a127-6306a8695cb0",NA,NA,NA,"artenfinder","4535001341","bc660b60-60e7-5d47-a127-6306a8695cb0",NA,"bc660b60-60e7-5d47-a127-6306a8695cb0","https://artenfinder.net",NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<gml:Point srsName=""urn:ogc:def:crs:EPSG::4326""><gml:coordinates>7.396922,49.246175</gml:coordinates></gml:Point>",NA,NA,NA,NA,NA,NA,NA,NA,NA,755
"Salamandra salamandra (Linnaeus, 1758)",8.128702,49.365455,"cdc,cudc,fpwktinv","gbif","4534997380","Salamandra salamandra (Linnaeus, 1758)","aa6c5ee6-d4d7-4a65-a04f-379cffbf4842","2754e9c0-0e43-4f65-968a-6f16b9c378ce","dcceb601-2fb0-49dc-9cd2-7c00056f2b2c","2754e9c0-0e43-4f65-968a-6f16b9c378ce","DE","BIOCASE","2024-07-08T12:28:55.282+00:00","2024-07-08T12:46:23.589+00:00",305,"HUMAN_OBSERVATION","PRESENT",NA,2431776,1,44,131,953,6750,8024525,2431776,2431776,"Salamandra salamandra (Linnaeus, 1758)","Animalia","Chordata","Caudata","Salamandridae","Salamandra","Salamandra salamandra","Salamandra","salamandra",NA,"SPECIES","ACCEPTED","2024-02-23T07:26:51",NA,"EUROPE",NA,2024,2,22,2024-02-22,53,53,NA,"2024-07-08T12:46:23.589+00:00","https://artenfinder.net/api/v2/sichtbeobachtungen/55032000?format=xml","http://creativecommons.org/publicdomain/zero/1.0/legalcode",FALSE,FALSE,NA,NA,NA,"WGS84","Amphibia","DE","EUROPE","Germany","EUROPE",NA,"bcab31d1-acb4-5be0-a149-e129ed5d7e41",NA,NA,NA,"artenfinder","4534997380","bcab31d1-acb4-5be0-a149-e129ed5d7e41",NA,"bcab31d1-acb4-5be0-a149-e129ed5d7e41","https://artenfinder.net",NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<gml:Point srsName=""urn:ogc:def:crs:EPSG::4326""><gml:coordinates>8.128702,49.365455</gml:coordinates></gml:Point>",NA,NA,NA,NA,NA,NA,NA,NA,NA,756
"Salamandra salamandra (Linnaeus, 1758)",8.067953,50.329406,"cdc,cudc,fpwktinv","gbif","4535049437","Salamandra salamandra (Linnaeus, 1758)","aa6c5ee6-d4d7-4a65-a04f-379cffbf4842","2754e9c0-0e43-4f65-968a-6f16b9c378ce","dcceb601-2fb0-49dc-9cd2-7c00056f2b2c","2754e9c0-0e43-4f65-968a-6f16b9c378ce","DE","BIOCASE","2024-07-08T12:28:55.282+00:00","2024-07-08T12:46:27.600+00:00",305,"HUMAN_OBSERVATION","PRESENT",NA,2431776,1,44,131,953,6750,8024525,2431776,2431776,"Salamandra salamandra (Linnaeus, 1758)","Animalia","Chordata","Caudata","Salamandridae","Salamandra","Salamandra salamandra","Salamandra","salamandra",NA,"SPECIES","ACCEPTED","2024-02-20T08:09:27",NA,"EUROPE",NA,2024,2,19,2024-02-19,50,50,NA,"2024-07-08T12:46:27.600+00:00","https://artenfinder.net/api/v2/sichtbeobachtungen/55031448?format=xml","http://creativecommons.org/publicdomain/zero/1.0/legalcode",FALSE,FALSE,NA,NA,NA,"WGS84","Amphibia","DE","EUROPE","Germany","EUROPE",NA,"c69aacdd-c184-5699-9c95-cafdb7e02244",NA,NA,NA,"artenfinder","4535049437","c69aacdd-c184-5699-9c95-cafdb7e02244",NA,"c69aacdd-c184-5699-9c95-cafdb7e02244","https://artenfinder.net",NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<gml:Point srsName=""urn:ogc:def:crs:EPSG::4326""><gml:coordinates>8.067953,50.329406</gml:coordinates></gml:Point>",NA,NA,NA,NA,NA,NA,NA,NA,NA,757
